,0
1498,2011-01-01
1499,2011-07-01
1500,2011-07-01
1501,2011-07-01
1502,2011-07-01
1503,2011-07-01
1504,2011-07-01
1505,2011-01-01
1506,2011-01-01
1507,2011-01-01
1508,2011-01-01
1509,2010-12-05
1510,2011-01-01
1511,2011-01-01
1512,2011-01-01
1513,2011-01-01
1514,2010-10-01
1515,2011-01-01
1516,2011-07-01
1517,2011-09-01
1518,2011-08-01
1519,2010-10-01
1520,2011-01-01
1521,2011-07-01
1522,2011-01-01
1523,2011-07-01
1524,2011-09-01
1525,2011-08-01
1526,2011-01-01
1527,2011-07-01
1528,2011-04-01
1529,2011-01-01
1530,2011-01-01
1531,2011-07-01
1532,2011-07-01
1533,2011-01-01
1534,2011-07-01
1535,2011-01-01
1536,2011-01-01
1537,2011-01-01
1538,2011-01-01
1539,2010-10-01
1540,2011-01-01
1541,2011-01-01
1542,2011-01-01
1543,2011-01-01
1544,2011-01-01
1545,2011-01-01
1546,2011-01-01
1547,2011-01-01
1548,2011-01-01
1549,2011-01-01
1550,2011-01-01
1551,2011-04-01
1552,2011-07-01
1553,2011-01-01
1554,2011-08-01
1555,2011-09-01
1556,2011-07-01
1557,2011-07-01
1558,2011-07-01
1559,2011-08-01
1560,2011-01-01
1561,2011-01-01
1562,2011-01-01
1563,2010-10-01
1564,2011-01-01
1565,2011-01-01
1566,2011-01-01
1567,2011-01-01
1568,2011-01-01
1569,2011-01-01
1570,2011-06-09
1571,2011-07-01
1572,2011-01-01
1573,2011-07-01
1574,2011-01-01
1575,2011-01-01
1576,2011-01-01
1577,2011-01-01
1578,2011-03-01
1579,2011-01-01
1580,2011-01-01
1581,2011-01-01
1582,2011-01-01
1583,2011-01-01
1584,2011-02-01
1585,2011-01-01
1586,2011-01-01
1587,2011-01-01
1588,2011-01-01
1589,2011-07-01
1590,2011-07-01
1591,2010-10-01
1592,2011-01-01
1593,2011-07-01
1594,2011-07-01
1595,2011-09-01
1596,2011-09-01
1597,2011-01-01
1598,2011-01-01
1599,2011-01-01
1600,2011-01-01
1601,2011-01-01
1602,2011-01-01
1603,2011-09-01
1604,2011-01-01
1605,2011-01-01
1606,2011-07-01
1607,2011-01-01
1608,2011-01-01
1609,2011-01-01
1610,2011-01-01
1611,2011-01-01
1612,2011-01-01
1613,2011-01-01
1614,2011-01-01
1615,2011-01-01
1616,2011-01-01
1617,2011-07-01
1618,2011-01-01
1619,2011-01-01
1620,2011-01-01
1621,2010-11-01
1622,2011-01-01
1623,2011-01-01
1624,2010-10-01
1625,2011-07-01
1626,2011-01-01
1627,2011-06-01
1628,2011-01-01
1629,2011-01-01
1630,2010-12-22
1631,2011-07-01
1632,2011-07-01
1633,2010-11-01
1634,2010-10-01
1635,2011-01-01
1636,2010-10-01
1637,2011-01-01
1638,2011-01-01
1639,2011-03-01
1640,2011-01-01
1641,2011-01-01
1642,2011-07-01
1643,2011-07-01
1644,2011-07-01
1645,2011-07-01
1646,2011-01-01
1647,2011-01-01
1648,2011-01-01
1649,2010-10-01
1650,2011-01-01
1651,2011-01-01
1652,2011-01-01
1653,2011-04-01
1654,2011-01-01
1655,2011-01-01
1656,2010-12-01
1657,2011-01-01
1658,2011-01-01
1659,2011-01-01
1660,2011-01-01
1661,2011-01-01
1662,2010-10-01
1663,2011-01-01
1664,2011-01-01
1665,2011-06-01
1666,2010-11-01
1667,2010-10-01
1668,2011-01-01
1669,2011-01-01
1670,2011-07-01
1671,2011-07-01
1672,2011-05-01
1673,2010-10-01
1674,2011-01-01
1675,2011-01-01
1676,2011-01-01
1677,2011-01-01
1678,2010-10-01
1679,2011-07-01
1680,2011-01-01
1681,2010-10-01
1682,2011-07-01
1683,2011-01-01
1684,2011-07-01
1685,2011-01-01
1686,2010-10-01
1687,2011-07-01
1688,2011-01-01
1689,2011-01-01
1690,2011-05-01
1691,2011-07-01
1692,2011-01-01
1693,2011-01-01
1694,2011-01-01
1695,2010-10-01
1696,2011-01-01
1697,2011-01-01
1698,2011-06-30
1699,2011-01-01
1700,2010-10-01
1701,2011-01-01
1702,2011-01-01
1703,2011-01-01
1704,2010-10-01
1705,2011-07-01
1706,2011-01-01
1707,2011-07-01
1708,2010-10-01
1709,2011-07-01
1710,2011-07-01
1711,2011-01-01
1712,2011-01-01
1713,2011-01-01
1714,2011-01-01
1715,2011-04-01
1716,2010-10-01
1717,2010-12-06
1718,2011-07-01
1719,2011-01-01
1720,2011-01-01
1721,2011-01-01
1722,2011-07-01
1723,2011-01-01
1724,2011-01-01
1725,2011-01-01
1726,2011-07-01
1727,2011-01-01
1728,2011-01-01
1729,2011-01-01
1730,2011-01-01
1731,2011-01-01
1732,2011-01-01
1733,2011-01-01
1734,2011-01-01
1735,2011-01-01
1736,2011-01-01
1737,2011-01-01
1738,2011-07-01
1739,2011-07-01
1740,2011-07-01
1741,2011-07-01
1742,2011-07-01
1743,2011-07-01
1744,2011-07-01
1745,2011-01-01
1746,2011-01-01
1747,2011-01-01
1748,2011-07-01
1749,2011-01-01
1750,2011-01-01
1751,2011-01-01
1752,2011-01-01
1753,2011-01-01
1754,2011-01-01
1755,2011-01-01
1756,2011-01-01
1757,2010-12-07
1758,2011-01-01
1759,2011-01-01
1760,2010-10-18
1761,2011-07-01
1762,2010-10-01
1763,2011-07-01
1764,2011-01-01
1765,2011-01-01
1766,2010-10-01
1767,2011-07-01
1768,2011-01-01
1769,2011-07-01
1770,2010-12-01
1771,2011-01-01
1772,2011-04-01
1773,2010-10-01
1774,2011-06-01
1775,2011-01-01
1776,2011-01-01
1777,2011-01-01
1778,2011-01-01
1779,2011-07-01
1780,2011-02-23
1781,2011-01-01
1782,2011-07-01
1783,2011-04-01
1784,2011-04-01
1785,2011-01-01
1786,2011-01-01
1787,2011-01-01
1788,2011-01-01
1789,2011-01-13
1790,2011-01-01
1791,2011-01-01
1792,2011-07-01
1793,2011-05-01
1794,2010-10-01
1795,2011-08-29
1796,2011-01-01
1797,2011-01-01
1798,2011-01-01
1799,2011-01-01
1800,2011-01-01
1801,2011-01-01
1802,2011-01-01
1803,2011-06-01
1804,2011-01-01
1805,2011-01-01
1806,2011-01-01
1807,2011-01-01
1808,2011-01-01
1809,2011-06-01
1810,2011-03-01
1811,2011-01-01
1812,2011-01-01
1813,2011-01-01
1814,2011-01-01
1815,2011-09-01
1816,2011-09-01
1817,2011-01-01
1818,2011-01-01
1819,2010-10-01
1820,2011-01-01
1821,2011-07-01
1822,2011-09-01
1823,2011-01-01
1824,2011-01-01
1825,2011-01-01
1826,2010-10-01
1827,2011-04-01
1828,2011-01-01
1829,2011-01-01
1830,2011-01-01
1831,2011-06-01
1832,2011-01-01
1833,2011-01-01
1834,2011-01-01
1835,2011-01-01
1836,2011-01-01
1837,2011-01-01
1838,2011-01-01
1839,2011-01-01
1840,2011-01-01
1841,2011-01-01
1842,2011-01-01
1843,2011-01-01
1844,2011-01-01
1845,2011-01-01
1846,2011-01-01
1847,2011-01-01
1848,2011-01-01
1849,2011-01-01
1850,2011-01-01
1851,2011-01-01
1852,2011-01-01
1853,2011-07-01
1854,2011-01-01
1855,2011-01-01
1856,2011-01-01
1857,2011-01-01
1858,2011-07-01
1859,2011-01-01
1860,2011-07-01
1861,2011-07-01
1862,2011-01-01
1863,2011-01-01
1864,2011-01-01
1865,2011-01-01
1866,2011-01-01
1867,2011-09-01
1868,2011-07-01
1869,2011-07-01
1870,2011-01-01
1871,2011-01-01
1872,2011-01-01
1873,2011-07-01
1874,2011-01-01
1875,2011-01-01
1876,2011-09-01
1877,2011-01-01
1878,2011-01-01
1879,2010-10-01
1880,2011-01-01
1881,2011-07-01
1882,2011-09-01
1883,2011-07-01
1884,2011-07-01
1885,2011-01-01
1886,2011-07-01
1887,2011-01-01
1888,2011-01-01
1889,2011-01-01
1890,2010-10-01
1891,2011-01-01
1892,2011-01-01
1893,2011-01-01
1894,2011-07-01
1895,2011-07-01
1896,2011-09-01
1897,2011-09-01
1898,2011-01-01
1899,2011-01-01
1900,2011-01-01
1901,2011-01-01
1902,2011-01-01
1903,2011-01-01
1904,2011-01-01
1905,2010-11-01
1906,2011-07-01
1907,2011-01-01
1908,2010-10-01
1909,2010-10-01
1910,2011-01-01
1911,2011-01-01
1912,2011-01-01
1913,2011-01-01
1914,2011-09-01
1915,2011-01-01
1916,2011-01-01
1917,2010-10-01
1918,2011-04-01
1919,2011-01-01
1920,2011-04-01
1921,2011-04-01
1922,2011-01-01
1923,2011-01-01
1924,2011-01-01
1925,2011-01-01
1926,2011-07-01
1927,2011-07-01
1928,2011-07-01
1929,2011-01-01
1930,2011-01-01
1931,2011-01-01
1932,2011-01-01
1933,2011-09-01
1934,2011-03-01
1935,2011-09-01
1936,2011-07-01
1937,2011-01-01
1938,2011-04-01
1939,2011-05-01
1940,2011-07-01
1941,2011-07-01
1942,2011-07-01
1943,2011-07-01
1944,2011-07-01
1945,2011-01-01
1946,2011-04-01
1947,2011-09-01
1948,2010-10-01
1949,2011-07-01
1950,2010-10-01
1951,2011-07-01
1952,2011-09-01
1953,2011-01-01
1954,2011-01-01
1955,2011-01-01
1956,2010-10-01
1957,2011-04-01
1958,2011-01-01
1959,2011-07-01
1960,2011-01-01
1961,2011-01-01
1962,2011-01-01
1963,2011-01-01
1964,2011-01-01
1965,2011-05-01
1966,2011-07-01
1967,2010-10-01
1968,2010-10-01
1969,2011-07-01
1970,2011-01-01
1971,2011-01-01
1972,2011-06-01
1973,2011-01-01
1974,2011-01-01
1975,2011-07-01
1976,2011-01-01
1977,2010-10-01
1978,2011-04-01
1979,2011-01-01
1980,2011-01-01
1981,2011-01-01
1982,2011-07-01
1983,2011-07-01
1984,2011-06-01
1985,2011-04-01
1986,2011-01-01
1987,2011-07-01
1988,2011-07-01
1989,2011-08-01
1990,2010-10-01
1991,2010-10-01
1992,2010-10-01
1993,2011-01-01
1994,2011-01-01
1995,2011-01-01
1996,2011-01-01
1997,2011-01-01
1998,2011-01-01
1999,2011-07-01
2000,2011-01-01
2001,2011-08-01
2002,2011-01-01
2003,2011-01-01
2004,2011-04-01
2005,2011-04-01
2006,2011-01-01
2007,2010-10-01
2008,2011-01-01
2009,2011-01-01
2010,2011-01-01
2011,2011-06-01
2012,2011-07-01
2013,2010-11-01
2014,2011-01-01
2015,2011-01-01
2016,2010-10-01
2017,2011-01-01
2018,2011-01-01
2019,2010-12-01
2020,2010-11-01
2021,2011-01-01
2022,2011-01-01
2023,2010-10-01
2024,2010-10-01
2025,2011-01-01
2026,2011-07-01
2027,2011-07-01
2028,2011-01-01
2029,2011-04-01
2030,2011-04-01
2031,2010-10-01
2032,2010-10-01
2033,2010-10-01
2034,2011-08-01
2035,2011-01-01
2036,2011-01-01
2037,2011-07-01
2038,2011-07-01
2039,2011-07-01
2040,2011-07-01
2041,2011-07-01
2042,2011-01-01
2043,2011-01-01
2044,2010-11-01
2045,2011-07-01
2046,2011-04-01
2047,2011-01-01
2048,2011-01-01
2049,2011-01-01
2050,2011-01-01
2051,2011-01-01
2052,2011-07-01
2053,2010-10-01
2054,2011-01-01
2055,2011-01-01
2056,2010-10-01
2057,2011-01-01
2058,2011-07-01
2059,2011-01-01
2060,2011-07-01
2061,2010-10-01
2062,2011-07-01
2063,2011-05-01
2064,2011-01-01
2065,2011-07-01
2066,2011-07-01
2067,2011-07-01
2068,2011-07-01
2069,2010-10-01
2070,2010-10-01
2071,2011-01-01
2072,2010-11-01
2073,2011-01-01
2074,2011-07-01
2075,2011-01-01
2076,2011-07-01
2077,2011-01-01
2078,2011-07-01
2079,2011-07-01
2080,2011-07-01
2081,2011-07-01
2082,2011-07-01
2083,2011-07-01
2084,2011-01-01
2085,2011-07-01
2086,2011-05-01
2087,2011-07-01
2088,2010-10-01
2089,2010-11-01
2090,2010-10-01
2091,2011-01-01
2092,2011-01-01
2093,2011-01-01
2094,2011-01-01
2095,2011-01-01
2096,2011-01-01
2097,2011-01-01
2098,2011-01-01
2099,2011-01-01
2100,2011-01-01
2101,2011-01-01
2102,2011-07-01
2103,2011-04-01
2104,2011-01-01
2105,2011-01-01
2106,2011-07-01
2107,2011-07-01
2108,2011-07-01
2109,2011-01-01
2110,2011-01-01
2111,2010-10-01
2112,2011-01-01
2113,2011-07-01
2114,2011-01-01
2115,2010-10-01
2116,2011-01-01
2117,2010-10-01
2118,2011-01-01
2119,2011-01-01
2120,2011-04-01
2121,2011-01-01
2122,2010-12-01
2123,2011-01-01
2124,2011-07-01
2125,2011-07-01
2126,2011-07-01
2127,2010-10-01
2128,2011-01-01
2129,2011-05-01
2130,2010-10-01
2131,2011-07-01
2132,2011-09-01
2133,2011-01-01
2134,2010-10-01
2135,2011-01-01
2136,2011-08-01
2137,2011-01-01
2138,2011-01-01
2139,2010-10-01
2140,2010-10-01
2141,2010-10-01
2142,2010-10-01
2143,2010-10-01
2144,2010-10-01
2145,2010-10-01
2146,2010-10-01
2147,2010-12-01
2148,2011-06-01
2149,2011-08-01
2150,2011-01-01
2151,2011-07-01
2152,2011-04-01
2153,2011-01-01
2154,2011-07-01
2155,2011-05-01
2156,2011-01-01
2157,2011-01-01
2158,2011-01-01
2159,2011-07-01
2160,2011-07-01
2161,2010-10-01
2162,2011-06-01
2163,2010-10-01
2164,2011-01-01
2165,2011-01-01
2166,2011-07-01
2167,2011-07-01
2168,2011-05-01
2169,2011-07-01
2170,2010-10-01
2171,2010-10-01
2172,2011-04-01
2173,2011-07-01
2174,2011-07-01
2175,2011-07-01
2176,2011-01-01
2177,2011-01-01
2178,2011-01-01
2179,2011-05-01
2180,2011-01-01
2181,2011-01-01
2182,2011-03-01
2183,2011-06-01
2184,2010-10-01
2185,2011-01-01
2186,2011-07-01
2187,2011-01-01
2188,2010-10-01
2189,2011-07-01
2190,2011-07-01
2191,2010-10-01
2192,2011-05-01
2193,2011-09-01
2194,2011-01-01
2195,2011-07-01
2196,2011-07-01
2197,2011-07-01
2198,2011-01-01
2199,2011-01-01
2200,2010-10-01
2201,2011-01-01
2202,2010-10-01
2203,2011-01-01
2204,2010-10-01
2205,2011-01-01
2206,2011-01-01
2207,2011-07-01
2208,2011-09-01
2209,2011-01-01
2210,2010-10-01
2211,2011-06-01
2212,2011-07-01
2213,2011-07-01
2214,2011-09-01
2215,2011-01-01
2216,2011-01-01
2217,2011-01-01
2218,2011-01-01
2219,2011-01-01
2220,2011-01-01
2221,2011-01-01
2222,2011-07-01
2223,2011-04-01
2224,2011-01-01
2225,2011-07-01
2226,2011-07-01
2227,2011-01-01
2228,2011-06-01
2229,2011-01-01
2230,2011-01-01
2231,2010-10-01
2232,2011-07-01
2233,2011-07-01
2234,2011-01-01
2235,2011-01-01
2236,2011-01-01
2237,2011-07-01
2238,2011-01-01
2239,2011-07-01
2240,2011-01-01
2241,2011-01-01
2242,2011-03-01
2243,2011-04-01
2244,2011-01-01
2245,2011-07-01
2246,2011-06-01
2247,2011-07-01
2248,2011-07-01
2249,2011-07-01
2250,2011-01-01
2251,2011-07-01
2252,2011-01-01
2253,2011-01-01
2254,2010-10-01
2255,2011-04-01
2256,2010-10-01
2257,2011-01-01
2258,2010-12-01
2259,2011-09-01
2260,2011-07-01
2261,2010-12-01
2262,2010-12-01
2263,2011-07-01
2264,2010-10-01
2265,2011-04-01
2266,2011-07-01
2267,2011-07-01
2268,2011-02-01
2269,2011-07-01
2270,2010-10-01
2271,2011-01-01
2272,2011-07-01
2273,2011-07-01
2274,2010-10-01
2275,2011-07-01
2276,2010-10-01
2277,2011-01-01
2278,2011-07-01
2279,2011-01-01
2280,2011-06-01
2281,2011-01-01
2282,2011-01-01
2283,2010-10-01
2284,2011-07-01
2285,2011-07-01
2286,2011-07-01
2287,2010-10-01
2288,2011-07-01
2289,2011-07-01
2290,2011-09-01
2291,2011-07-01
2292,2011-09-01
2293,2011-07-01
2294,2011-01-01
2295,2011-07-01
2296,2011-01-01
2297,2011-01-01
2298,2011-01-01
2299,2011-01-01
2300,2011-01-01
2301,2011-07-01
2302,2010-10-01
2303,2011-07-01
2304,2011-01-01
2305,2011-07-01
2306,2011-07-01
2307,2011-09-01
2308,2011-07-01
2309,2011-07-01
2310,2011-07-01
2311,2011-07-01
2312,2011-01-01
2313,2010-10-01
2314,2011-01-01
2315,2011-03-01
2316,2010-10-01
2317,2010-10-01
2318,2010-10-01
2319,2011-06-01
2320,2011-07-01
2321,2011-01-01
2322,2011-01-01
2323,2011-07-01
2324,2010-10-01
2325,2011-07-01
2326,2011-07-01
2327,2011-06-01
2328,2011-07-01
2329,2011-07-01
2330,2011-07-01
2331,2011-07-01
2332,2011-07-01
2333,2011-01-01
2334,2011-07-01
2335,2011-01-01
2336,2011-07-01
2337,2011-07-01
2338,2011-07-01
2339,2010-11-01
2340,2010-10-01
2341,2011-01-01
2342,2011-01-01
2343,2011-01-01
2344,2011-09-01
2345,2011-07-01
2346,2011-07-01
2347,2011-07-01
2348,2011-07-01
2349,2010-10-01
2350,2011-07-01
2351,2011-07-01
2352,2011-06-01
2353,2011-07-01
2354,2010-10-01
2355,2011-07-01
2356,2011-07-01
2357,2011-01-01
2358,2011-06-01
2359,2011-07-01
2360,2011-05-01
2361,2011-01-01
2362,2011-07-01
2363,2011-07-01
2364,2011-07-01
2365,2011-07-01
2366,2011-07-01
2367,2011-07-01
2368,2011-07-01
2369,2011-07-01
2370,2011-07-01
2371,2011-01-01
2372,2011-01-01
2373,2011-07-01
2374,2011-07-01
2375,2011-01-01
2376,2011-03-01
2377,2010-10-01
2378,2011-01-01
2379,2011-07-01
2380,2011-07-01
2381,2011-06-01
2382,2011-07-01
2383,2011-07-01
2384,2011-07-01
2385,2010-10-01
2386,2010-12-01
2387,2011-07-01
2388,2011-07-01
2389,2011-03-01
2390,2010-10-01
2391,2011-07-01
2392,2011-01-01
2393,2011-07-01
2394,2011-07-01
2395,2010-10-01
2396,2011-07-01
2397,2011-01-01
2398,2011-07-01
2399,2011-07-01
2400,2011-07-01
2401,2011-07-01
2402,2011-07-01
2403,2011-07-01
2404,2010-10-01
2405,2011-07-01
2406,2011-07-01
2407,2011-07-01
2408,2011-07-01
2409,2011-01-01
2410,2011-01-01
2411,2011-03-01
2412,2011-07-01
2413,2011-09-01
2414,2011-07-01
2415,2011-07-01
2416,2010-10-01
2417,2010-10-01
2418,2011-01-01
2419,2011-01-01
2420,2011-01-01
2421,2011-01-01
2422,2011-01-01
2423,2011-01-01
2424,2011-07-01
2425,2011-07-01
2426,2011-07-01
2427,2011-07-01
2428,2011-07-01
2429,2011-07-01
2430,2011-08-01
2431,2011-07-01
2432,2011-07-01
2433,2011-07-01
2434,2011-07-01
2435,2010-10-01
2436,2011-07-01
2437,2011-08-01
2438,2011-07-01
2439,2011-07-01
2440,2011-07-01
2441,2011-01-01
2442,2011-01-01
2443,2010-10-01
2444,2011-01-01
2445,2011-07-01
2446,2011-07-01
2447,2010-10-01
2448,2011-07-01
2449,2011-07-01
2450,2011-07-01
2451,2011-07-01
2452,2011-07-01
2453,2011-06-01
2454,2011-01-01
2455,2011-01-01
2456,2011-07-01
2457,2011-08-01
2458,2011-07-01
2459,2011-07-01
2460,2011-07-01
2461,2011-07-01
2462,2011-01-01
2463,2011-07-01
2464,2010-10-01
2465,2011-07-01
2466,2011-07-01
2467,2011-07-01
2468,2011-07-01
2469,2011-07-01
2470,2011-07-01
2471,2011-07-01
2472,2011-07-01
2473,2011-07-01
2474,2011-07-01
2475,2011-01-01
2476,2011-01-01
2477,2011-07-01
2478,2011-07-01
2479,2011-07-01
2480,2011-07-01
2481,2011-07-01
2482,2011-07-01
2483,2011-01-01
2484,2011-07-01
2485,2011-07-01
2486,2011-07-01
2487,2011-07-01
2488,2011-07-01
2489,2011-07-01
2490,2011-07-01
2491,2011-07-01
2492,2011-07-01
2493,2011-01-01
2494,2010-10-01
2495,2011-07-01
2496,2011-01-01
2497,2010-10-01
2498,2011-01-01
2499,2011-01-01
2500,2011-07-01
2501,2011-09-01
2502,2011-07-01
2503,2011-07-01
2504,2011-01-01
2505,2011-01-01
2506,2011-01-01
2507,2011-07-01
2508,2011-01-01
2509,2011-07-01
2510,2011-07-01
2511,2011-07-01
2512,2011-07-01
2513,2011-07-01
2514,2011-07-01
2515,2011-07-01
2516,2011-07-01
2517,2011-01-01
2518,2011-07-01
2519,2011-07-01
2520,2011-01-01
2521,2011-07-01
2522,2011-01-01
2523,2011-07-01
2524,2011-07-01
2525,2011-06-01
2526,2011-07-01
2527,2011-07-01
2528,2011-07-01
2529,2011-08-15
2530,2011-07-01
2531,2011-07-01
2532,2011-07-01
2533,2011-01-01
2534,2011-01-01
2535,2010-10-01
2536,2011-01-01
2537,2011-07-01
2538,2011-04-01
2539,2011-04-01
2540,2011-07-01
2541,2011-01-01
2542,2011-01-01
2543,2011-01-01
2544,2011-01-01
2545,2011-07-01
2546,2011-07-01
2547,2010-10-01
2548,2010-10-01
2549,2010-10-01
2550,2010-10-01
2551,2010-10-01
2552,2011-01-01
2553,2011-07-01
2554,2011-01-01
2555,2011-07-01
2556,2011-01-01
2557,2011-07-01
2558,2011-07-01
2559,2011-07-01
2560,2011-01-01
2561,2011-07-01
2562,2011-07-01
2563,2011-07-01
2564,2011-07-01
2565,2011-07-01
2566,2011-07-01
2567,2010-10-01
2568,2011-07-01
2569,2011-07-01
2570,2011-07-01
2571,2011-01-01
2572,2011-07-01
2573,2011-07-01
2574,2011-07-01
2575,2011-07-01
2576,2011-04-01
2577,2011-07-01
2578,2010-10-01
2579,2011-07-01
2580,2010-10-01
2581,2011-07-01
2582,2011-07-01
2583,2011-07-01
2584,2010-10-01
2585,2011-07-01
2586,2011-07-01
2587,2011-07-01
2588,2011-07-01
2589,2011-07-01
2590,2011-07-01
2591,2011-07-01
2592,2011-09-01
2593,2011-07-01
2594,2011-08-01
2595,2011-07-01
2596,2011-01-01
2597,2011-07-01
2598,2011-07-01
2599,2011-07-01
2600,2011-07-01
2601,2011-01-01
2602,2011-01-01
2603,2011-07-01
2604,2011-07-01
2605,2010-10-01
2606,2011-01-01
2607,2011-07-01
2608,2011-01-01
2609,2011-01-01
2610,2011-07-01
2611,2011-09-01
2612,2011-07-01
2613,2011-01-01
2614,2011-07-01
2615,2011-07-01
2616,2011-01-01
2617,2011-09-01
2618,2011-07-01
2619,2011-08-01
2620,2011-04-01
2621,2011-01-01
2622,2010-10-01
2623,2011-07-01
2624,2011-01-01
2625,2011-07-01
2626,2011-07-01
2627,2011-01-01
2628,2011-07-01
2629,2011-07-01
2630,2011-01-01
2631,2010-10-01
2632,2011-07-01
2633,2010-10-01
2634,2010-10-01
2635,2011-07-01
2636,2011-07-01
2637,2011-07-01
2638,2011-01-01
2639,2011-07-01
2640,2011-07-01
2641,2011-07-01
2642,2011-07-01
2643,2011-07-01
2644,2011-01-01
2645,2010-10-01
2646,2011-04-01
2647,2011-01-01
2648,2011-01-01
2649,2011-02-01
2650,2011-07-01
2651,2011-07-01
2652,2011-01-01
2653,2011-07-01
2654,2011-04-01
2655,2010-10-01
2656,2011-07-01
2657,2011-07-01
2658,2011-01-01
2659,2011-01-01
2660,2010-11-01
2661,2011-07-01
2662,2010-10-01
2663,2011-05-01
2664,2011-05-01
2665,2011-02-01
2666,2011-05-01
2667,2011-05-07
2668,2011-04-26
2669,2010-10-01
2670,2011-07-01
2671,2011-01-01
2672,2011-01-01
2673,2011-01-01
2674,2011-07-01
2675,2011-07-01
2676,2011-08-01
2677,2011-04-01
2678,2011-01-01
2679,2010-10-01
2680,2010-10-01
2681,2010-10-01
2682,2011-07-01
2683,2011-07-01
2684,2011-07-01
2685,2011-07-01
2686,2011-07-01
2687,2011-07-01
2688,2011-01-01
2689,2010-10-01
2690,2011-01-01
2691,2011-07-01
2692,2011-04-01
2693,2011-07-01
2694,2011-01-01
2695,2011-09-01
2696,2011-07-01
2697,2011-01-01
2698,2011-01-01
2699,2011-07-01
2700,2011-07-01
2701,2010-10-01
2702,2010-10-01
2703,2011-07-01
2704,2011-08-01
2705,2011-01-01
2706,2011-07-01
2707,2011-07-01
2708,2011-01-01
2709,2011-07-01
2710,2011-02-01
2711,2011-07-01
2712,2011-01-01
2713,2011-07-01
2714,2011-07-01
2715,2010-10-01
2716,2011-01-01
2717,2011-01-01
2718,2011-07-01
2719,2011-09-01
2720,2010-10-01
2721,2011-07-01
2722,2011-07-01
2723,2011-01-01
2724,2010-10-01
2725,2011-07-01
2726,2010-10-01
2727,2011-07-01
2728,2011-01-01
2729,2011-07-01
2730,2010-10-01
2731,2011-09-01
2732,2011-02-01
2733,2011-01-01
2734,2011-07-01
2735,2011-04-01
2736,2011-06-01
2737,2011-07-01
2738,2010-10-01
2739,2011-07-01
2740,2011-07-01
2741,2011-07-01
2742,2011-01-01
2743,2011-01-01
2744,2011-01-01
2745,2011-01-01
2746,2011-07-01
2747,2011-07-01
2748,2010-10-01
2749,2011-07-01
2750,2011-01-01
2751,2011-01-01
2752,2011-01-01
2753,2011-01-01
2754,2011-01-01
2755,2011-07-01
2756,2010-10-01
2757,2011-08-01
2758,2010-10-01
2759,2011-01-01
2760,2010-10-01
2761,2011-01-01
2762,2011-04-01
2763,2011-01-01
2764,2011-01-01
2765,2011-01-01
2766,2011-01-01
2767,2011-01-01
2768,2010-10-01
2769,2011-01-01
2770,2011-01-01
2771,2011-03-01
2772,2011-01-01
2773,2011-01-01
2774,2011-01-01
2775,2011-02-01
2776,2010-10-01
2777,2010-10-01
2778,2011-07-01
2779,2011-01-01
2780,2011-07-01
2781,2010-10-01
2782,2011-02-01
2783,2011-07-01
2784,2010-10-01
2785,2011-01-01
2786,2011-01-01
2787,2010-10-01
2788,2011-09-01
2789,2010-10-01
2790,2011-09-01
2791,2010-10-01
2792,2011-01-01
2793,2010-10-01
2794,2011-01-01
2795,2011-07-01
2796,2010-10-01
2797,2010-10-01
2798,2011-07-01
2799,2011-01-01
2800,2011-01-01
2801,2010-10-01
2802,2010-10-01
2803,2011-01-01
2804,2011-01-01
2805,2010-10-01
2806,2011-01-01
2807,2010-10-01
2808,2010-10-01
2809,2010-10-01
2810,2010-10-01
2811,2011-01-01
2812,2011-06-01
2813,2011-01-01
2814,2011-01-01
2815,2010-10-01
2816,2010-10-01
2817,2010-10-01
2818,2011-07-01
2819,2011-01-01
2820,2011-01-01
2821,2011-09-01
2822,2011-09-01
2823,2011-09-01
2824,2011-01-01
2825,2011-01-01
2826,2011-01-01
2827,2011-01-01
2828,2011-01-01
2829,2010-10-01
2830,2011-09-01
2831,2011-09-01
2832,2011-01-01
2833,2011-07-01
2834,2011-07-01
2835,2011-01-01
2836,2011-01-01
2837,2011-09-01
2838,2011-09-01
2839,2010-10-01
2840,2011-01-01
2841,2011-01-01
2842,2011-06-01
2843,2011-01-01
2844,2011-07-01
2845,2011-01-01
2846,2010-10-01
2847,2011-01-01
2848,2011-09-01
2849,2010-10-01
2850,2011-06-01
2851,2010-10-01
2852,2011-01-01
2853,2011-09-01
2854,2011-09-01
2855,2011-01-01
2856,2011-01-01
2857,2011-07-01
2858,2011-05-01
2859,2011-07-01
2860,2011-09-01
2861,2011-01-01
2862,2011-01-01
2863,2010-10-01
2864,2011-01-01
2865,2011-05-01
2866,2010-10-01
2867,2010-10-01
2868,2010-10-01
2869,2010-10-01
2870,2011-01-01
2871,2010-11-01
2872,2011-06-01
2873,2011-09-01
2874,2011-09-01
2875,2011-01-01
2876,2011-09-01
2877,2011-05-01
2878,2011-07-01
2879,2011-01-01
2880,2011-09-01
2881,2011-07-01
2882,2011-01-01
2883,2011-07-01
2884,2010-10-01
2885,2011-01-01
2886,2011-01-01
2887,2011-07-01
2888,2011-01-01
2889,2011-01-01
2890,2011-01-01
2891,2011-07-01
2892,2011-03-01
2893,2010-10-01
2894,2011-01-01
2895,2011-09-01
2896,2011-01-01
