,0
4296,2011-07-01
4297,2011-07-01
4298,2011-01-01
4299,2011-07-01
4300,2010-10-01
4301,2011-07-01
4302,2010-10-01
4303,2010-10-01
4304,2010-10-01
4305,2010-10-01
4306,2010-10-01
4307,2010-10-01
4308,2010-10-01
4309,2010-10-01
4310,2011-09-01
4311,2010-10-01
4312,2010-10-01
4313,2010-10-01
4314,2010-10-01
4315,2011-07-01
4316,2011-01-01
4317,2011-07-01
4318,2011-06-01
4319,2011-07-01
4320,2011-01-01
4321,2011-07-01
4322,2011-07-01
4323,2010-10-01
4324,2011-01-01
4325,2011-01-01
4326,2011-07-01
4327,2011-07-01
4328,2011-06-01
4329,2011-07-01
4330,2011-01-01
4331,2011-09-01
4332,2011-09-01
4333,2011-01-01
4334,2011-07-01
4335,2011-07-01
4336,2011-09-01
4337,2011-09-01
4338,2010-10-01
4339,2011-05-01
4340,2011-01-01
4341,2011-01-01
4342,2011-01-01
4343,2011-01-01
4344,2011-01-01
4345,2011-01-01
4346,2011-04-01
4347,2011-01-01
4348,2011-01-01
4349,2011-05-01
4350,2011-05-01
4351,2011-05-01
4352,2011-01-01
4353,2011-01-01
4354,2010-10-01
4355,2011-07-01
4356,2011-05-01
4357,2011-01-01
4358,2010-10-01
4359,2011-01-01
4360,2011-01-01
4361,2011-01-01
4362,2010-10-01
4363,2011-07-01
4364,2010-10-01
4365,2011-09-01
4366,2011-07-01
4367,2011-01-01
4368,2011-01-01
4369,2011-05-01
4370,2011-01-01
4371,2011-07-01
4372,2011-06-01
4373,2011-01-01
4374,2011-01-01
4375,2010-12-01
4376,2011-01-01
4377,2011-09-01
4378,2011-07-01
4379,2011-07-01
4380,2011-01-01
4381,2011-07-01
4382,2011-01-01
4383,2011-01-01
4384,2010-10-01
4385,2011-09-01
4386,2011-07-01
4387,2011-07-01
4388,2011-07-01
4389,2011-07-01
4390,2011-01-01
4391,2011-01-01
4392,2011-01-01
4393,2011-01-01
4394,2010-10-01
4395,2011-01-01
4396,2011-07-01
4397,2011-01-01
4398,2011-01-01
4399,2011-01-01
4400,2011-07-01
4401,2011-07-01
4402,2011-07-01
4403,2011-01-01
4404,2010-10-01
4405,2011-01-01
4406,2011-01-01
4407,2011-07-01
4408,2010-10-01
4409,2011-01-01
4410,2011-05-01
4411,2011-07-01
4412,2011-07-01
4413,2011-07-01
4414,2011-01-01
4415,2011-07-01
4416,2011-01-01
4417,2011-01-01
4418,2011-09-01
4419,2011-07-01
4420,2011-01-01
4421,2011-01-01
4422,2011-01-01
4423,2010-10-01
4424,2011-07-01
4425,2011-07-01
4426,2011-07-01
4427,2011-01-01
4428,2011-01-01
4429,2011-05-01
4430,2011-01-01
4431,2011-07-01
4432,2011-01-01
4433,2011-01-01
4434,2010-10-01
4435,2011-01-01
4436,2010-10-01
4437,2011-05-01
4438,2010-10-01
4439,2011-01-01
4440,2011-01-01
4441,2011-07-01
4442,2011-07-01
4443,2010-10-01
4444,2011-01-01
4445,2011-04-01
4446,2011-07-01
4447,2011-07-01
4448,2011-01-01
4449,2011-01-01
4450,2011-01-01
4451,2011-01-01
4452,2011-07-01
4453,2010-10-01
4454,2010-10-01
4455,2011-09-01
4456,2010-10-01
4457,2011-01-01
4458,2011-01-01
4459,2011-06-01
4460,2011-01-01
4461,2011-07-01
4462,2011-07-01
4463,2011-07-01
4464,2011-07-01
4465,2011-01-01
4466,2011-01-01
4467,2011-01-01
4468,2011-07-01
4469,2010-10-01
4470,2011-01-01
4471,2010-10-01
4472,2011-01-01
4473,2011-01-01
4474,2011-01-01
4475,2011-01-01
4476,2011-06-01
4477,2011-01-01
4478,2011-07-01
4479,2011-04-01
4480,2011-01-01
4481,2011-04-01
4482,2011-05-01
4483,2011-07-01
4484,2011-07-01
4485,2011-03-01
4486,2011-03-01
4487,2011-07-01
4488,2011-01-01
4489,2011-04-01
4490,2010-10-01
4491,2011-07-01
4492,2011-07-01
4493,2011-09-01
4494,2011-07-01
4495,2011-01-01
4496,2011-07-01
4497,2011-01-01
4498,2011-07-01
4499,2011-07-01
4500,2011-04-01
4501,2010-10-01
4502,2011-01-01
4503,2010-11-01
4504,2011-07-01
4505,2010-10-01
4506,2010-10-01
4507,2010-10-01
4508,2011-01-01
4509,2011-01-01
4510,2011-04-01
4511,2011-01-01
4512,2011-07-01
4513,2011-09-01
4514,2011-01-01
4515,2011-01-01
4516,2011-09-01
4517,2011-06-01
4518,2011-07-01
4519,2011-07-01
4520,2011-01-01
4521,2011-09-25
4522,2011-01-01
4523,2011-07-01
4524,2011-07-01
4525,2011-01-01
4526,2011-01-01
4527,2011-01-01
4528,2011-07-01
4529,2011-09-01
4530,2011-07-01
4531,2011-01-01
4532,2011-01-01
4533,2010-10-01
4534,2010-10-01
4535,2010-10-01
4536,2010-10-01
4537,2010-10-01
4538,2011-01-01
4539,2011-01-01
4540,2011-01-01
4541,2011-09-01
4542,2011-07-01
4543,2011-01-01
4544,2011-01-01
4545,2011-09-01
4546,2011-07-01
4547,2011-01-01
4548,2011-05-01
4549,2011-07-01
4550,2010-10-01
4551,2010-10-01
4552,2011-09-01
4553,2011-01-01
4554,2011-01-01
4555,2011-01-01
4556,2011-01-01
4557,2011-07-01
4558,2011-01-01
4559,2011-07-01
4560,2011-07-01
4561,2011-01-01
4562,2011-01-01
4563,2011-07-01
4564,2011-07-01
4565,2011-07-01
4566,2011-07-01
4567,2011-07-01
4568,2011-07-01
4569,2011-07-01
4570,2011-01-01
4571,2010-10-01
4572,2011-02-01
4573,2011-07-01
4574,2011-02-01
4575,2011-07-01
4576,2010-10-01
4577,2011-01-01
4578,2011-01-01
4579,2011-07-01
4580,2011-01-01
4581,2011-07-01
4582,2010-11-01
4583,2010-10-01
4584,2011-05-01
4585,2011-07-01
4586,2010-10-01
4587,2011-09-01
4588,2010-10-01
4589,2010-10-01
4590,2010-10-01
4591,2011-09-15
4592,2011-01-01
4593,2010-10-01
4594,2011-07-01
4595,2010-10-01
4596,2011-07-01
4597,2010-10-01
4598,2010-10-01
4599,2010-10-01
4600,2011-01-01
4601,2011-04-01
4602,2011-07-01
4603,2011-01-01
4604,2011-01-01
4605,2011-07-01
4606,2011-01-01
4607,2011-01-01
4608,2010-12-01
4609,2011-07-01
4610,2011-01-01
4611,2011-07-01
4612,2010-10-01
4613,2011-01-01
4614,2011-09-01
4615,2011-07-01
4616,2011-07-01
4617,2011-01-01
4618,2011-01-01
4619,2011-06-01
4620,2011-07-01
4621,2011-01-01
4622,2011-01-01
4623,2011-06-01
4624,2011-07-01
4625,2011-06-01
4626,2011-07-01
4627,2011-07-01
4628,2011-01-01
4629,2011-01-01
4630,2011-01-01
4631,2011-08-01
4632,2011-01-01
4633,2011-07-01
4634,2011-07-01
4635,2011-07-01
4636,2011-07-01
4637,2010-10-01
4638,2011-01-01
4639,2011-07-01
4640,2010-10-01
4641,2011-03-01
4642,2011-01-01
4643,2011-07-01
4644,2011-07-01
4645,2011-01-01
4646,2010-10-01
4647,2011-08-01
4648,2011-07-01
4649,2011-01-01
4650,2011-01-01
4651,2011-01-01
4652,2011-04-01
4653,2011-07-01
4654,2011-03-01
4655,2011-03-01
4656,2011-01-01
4657,2010-10-01
4658,2011-01-01
4659,2011-07-01
4660,2011-01-01
4661,2011-03-01
4662,2011-07-01
4663,2011-01-01
4664,2011-07-01
4665,2010-10-01
4666,2011-01-01
4667,2011-01-01
4668,2011-02-01
4669,2011-05-01
4670,2011-05-01
4671,2011-07-01
4672,2011-07-01
4673,2011-01-01
4674,2011-07-01
4675,2011-07-01
4676,2011-07-01
4677,2011-07-01
4678,2010-10-01
4679,2011-03-01
4680,2011-05-01
4681,2010-10-01
4682,2010-10-01
4683,2010-10-01
4684,2010-10-01
4685,2010-10-01
4686,2011-07-01
4687,2011-07-01
4688,2011-07-01
4689,2011-07-01
4690,2011-07-01
4691,2011-07-01
4692,2011-04-01
4693,2011-07-01
4694,2010-10-01
4695,2011-01-01
4696,2010-10-01
4697,2011-07-01
4698,2011-01-01
4699,2011-07-01
4700,2010-10-01
4701,2010-10-01
4702,2010-11-01
4703,2011-07-01
4704,2010-10-01
4705,2011-09-25
4706,2011-07-01
4707,2011-07-01
4708,2011-01-01
4709,2011-01-01
4710,2011-07-01
4711,2011-01-01
4712,2011-01-01
4713,2011-02-01
4714,2010-10-01
4715,2011-01-01
4716,2010-11-01
4717,2011-01-01
4718,2011-07-01
4719,2011-07-01
4720,2011-05-01
4721,2010-11-01
4722,2011-01-01
4723,2010-10-01
4724,2010-10-01
4725,2011-07-01
4726,2010-10-01
4727,2010-10-01
4728,2011-07-01
4729,2010-10-01
4730,2011-07-01
4731,2011-07-01
4732,2011-07-01
4733,2011-04-01
4734,2011-01-01
4735,2010-10-01
4736,2011-01-01
4737,2011-01-01
4738,2011-06-01
4739,2010-10-01
4740,2011-01-01
4741,2011-05-01
4742,2011-01-01
4743,2011-07-01
4744,2011-01-01
4745,2010-10-01
4746,2010-10-01
4747,2010-10-01
4748,2011-07-01
4749,2011-07-01
4750,2011-07-01
4751,2011-01-01
4752,2010-10-01
4753,2011-05-01
4754,2011-07-01
4755,2011-01-01
4756,2011-01-01
4757,2010-10-01
4758,2011-03-01
4759,2011-01-01
4760,2011-01-01
4761,2011-07-01
4762,2010-10-01
4763,2010-11-06
4764,2011-01-01
4765,2011-01-01
4766,2011-07-01
4767,2011-01-01
4768,2010-10-01
4769,2011-01-01
4770,2010-10-01
4771,2010-10-01
4772,2010-10-01
4773,2010-10-01
4774,2011-01-01
4775,2011-01-01
4776,2011-07-01
4777,2011-07-01
4778,2011-01-01
4779,2010-10-01
4780,2011-07-01
4781,2010-10-01
4782,2011-07-01
4783,2010-10-01
4784,2011-06-01
4785,2011-01-01
4786,2011-01-01
4787,2011-01-01
4788,2011-01-01
4789,2011-07-01
4790,2011-07-01
4791,2011-07-01
4792,2011-01-01
4793,2011-07-01
4794,2011-07-01
4795,2011-07-01
4796,2011-07-01
4797,2011-07-01
4798,2011-07-01
4799,2011-07-01
4800,2011-07-01
4801,2011-07-01
4802,2011-07-01
4803,2011-07-01
4804,2011-01-01
4805,2011-05-01
4806,2010-10-01
4807,2011-01-01
4808,2011-07-01
4809,2011-06-01
4810,2011-07-01
4811,2011-07-01
4812,2011-07-01
4813,2010-10-01
4814,2011-07-01
4815,2011-01-01
4816,2011-01-01
4817,2011-08-01
4818,2011-07-01
4819,2011-07-01
4820,2011-07-01
4821,2011-07-01
4822,2011-01-01
4823,2011-01-01
4824,2010-10-01
4825,2011-09-01
4826,2011-03-01
4827,2011-01-01
4828,2011-01-01
4829,2010-10-01
4830,2010-10-01
4831,2011-07-01
4832,2011-07-01
4833,2011-06-01
4834,2011-01-01
4835,2011-01-01
4836,2010-10-01
4837,2010-10-01
4838,2011-07-01
4839,2011-01-01
4840,2011-07-01
4841,2011-01-01
4842,2011-09-01
4843,2011-09-01
4844,2010-10-01
4845,2010-10-01
4846,2011-07-01
4847,2011-07-01
4848,2011-01-01
4849,2011-01-01
4850,2011-01-01
4851,2011-01-01
4852,2010-11-05
4853,2011-01-01
4854,2011-01-01
4855,2011-01-01
4856,2011-01-01
4857,2011-07-01
4858,2011-01-01
4859,2010-10-07
4860,2011-05-01
4861,2011-01-01
4862,2011-01-01
4863,2011-07-01
4864,2011-01-01
4865,2011-07-01
4866,2011-01-01
4867,2011-01-01
4868,2011-07-01
4869,2011-09-01
4870,2011-07-01
4871,2011-01-01
4872,2011-01-01
4873,2011-01-01
4874,2011-06-01
4875,2011-07-01
4876,2011-07-01
4877,2011-01-01
4878,2011-01-01
4879,2011-01-01
4880,2011-03-01
4881,2011-01-01
4882,2011-09-01
4883,2011-07-01
4884,2011-01-01
4885,2011-01-01
4886,2011-01-01
4887,2011-07-01
4888,2011-01-01
4889,2011-01-01
4890,2011-07-01
4891,2011-05-01
4892,2011-07-01
4893,2011-01-01
4894,2011-07-01
4895,2010-10-01
4896,2011-07-01
4897,2011-01-01
4898,2011-01-01
4899,2011-07-01
4900,2011-07-01
4901,2011-07-01
4902,2011-07-01
4903,2011-01-01
4904,2010-12-01
4905,2011-01-01
4906,2011-07-01
4907,2011-07-01
4908,2011-01-01
4909,2011-05-01
4910,2011-04-01
4911,2011-07-01
4912,2010-10-01
4913,2011-04-01
4914,2011-01-01
4915,2010-10-01
4916,2010-10-01
4917,2011-01-01
4918,2011-07-01
4919,2011-07-01
4920,2011-06-01
4921,2010-12-14
4922,2011-09-01
4923,2011-07-01
4924,2011-01-01
4925,2011-01-01
4926,2011-07-01
4927,2011-01-01
4928,2010-12-23
4929,2011-07-01
4930,2010-10-01
4931,2011-07-01
4932,2011-01-01
4933,2010-10-01
4934,2010-10-01
4935,2010-10-01
4936,2010-10-01
4937,2010-10-01
4938,2010-10-01
4939,2011-01-01
4940,2011-04-01
4941,2010-10-01
4942,2011-01-01
4943,2011-06-01
4944,2011-01-01
4945,2011-07-01
4946,2011-01-01
4947,2011-07-01
4948,2011-01-01
4949,2011-01-01
4950,2011-01-01
4951,2011-01-01
4952,2011-07-01
4953,2011-07-01
4954,2011-01-01
4955,2011-01-01
4956,2010-10-01
4957,2011-01-01
4958,2011-01-01
4959,2011-07-01
4960,2011-01-01
4961,2011-05-01
4962,2011-07-01
4963,2011-01-01
4964,2011-06-01
4965,2011-09-01
4966,2011-01-01
4967,2011-01-01
4968,2011-05-01
4969,2011-06-01
4970,2011-07-01
4971,2011-01-01
4972,2011-01-01
4973,2011-07-01
4974,2011-01-01
4975,2011-07-01
4976,2011-01-01
4977,2011-01-01
4978,2011-09-01
4979,2011-08-01
4980,2011-07-01
4981,2011-09-01
4982,2011-07-01
4983,2011-07-01
4984,2011-01-01
4985,2011-05-01
4986,2011-07-01
4987,2011-01-01
4988,2011-06-01
4989,2011-04-01
4990,2011-07-01
4991,2011-07-01
4992,2011-06-01
4993,2010-10-01
4994,2011-09-01
4995,2011-07-01
4996,2011-09-01
4997,2011-07-01
4998,2011-07-01
4999,2011-01-01
5000,2011-01-01
5001,2011-01-01
5002,2011-09-01
5003,2011-07-01
5004,2011-01-01
5005,2011-07-01
5006,2011-06-01
5007,2011-09-01
5008,2011-01-01
5009,2011-01-01
5010,2011-01-01
5011,2011-01-01
5012,2011-01-01
5013,2011-01-01
5014,2011-01-01
5015,2011-04-01
5016,2011-07-01
5017,2011-07-01
5018,2011-07-01
5019,2011-07-01
5020,2011-07-01
5021,2011-01-01
5022,2011-01-01
5023,2011-07-01
5024,2011-01-01
5025,2011-01-01
5026,2011-08-01
5027,2011-01-01
5028,2011-06-01
5029,2011-07-01
5030,2011-04-01
5031,2011-01-01
5032,2011-05-01
5033,2011-07-01
5034,2011-06-01
5035,2011-07-01
5036,2011-07-01
5037,2011-07-01
5038,2011-07-01
5039,2011-01-01
5040,2011-01-01
5041,2011-01-01
5042,2011-01-01
5043,2011-07-01
5044,2011-01-01
5045,2011-01-01
5046,2010-10-01
5047,2011-01-01
5048,2010-10-01
5049,2011-01-01
5050,2011-09-01
5051,2011-07-01
5052,2011-07-01
5053,2011-01-01
5054,2011-07-01
5055,2011-01-01
5056,2010-10-01
5057,2011-01-01
5058,2011-07-01
5059,2011-09-01
5060,2011-01-01
5061,2011-06-01
5062,2011-01-01
5063,2010-10-01
5064,2011-07-01
5065,2011-01-01
5066,2011-01-01
5067,2011-01-01
5068,2011-01-01
5069,2011-07-01
5070,2011-02-01
5071,2011-02-01
5072,2010-11-30
5073,2011-07-01
5074,2011-01-01
5075,2011-01-01
5076,2010-10-01
5077,2011-07-01
5078,2011-01-01
5079,2011-01-01
5080,2011-01-01
5081,2011-03-01
5082,2011-05-01
5083,2011-07-01
5084,2011-01-01
5085,2011-01-01
5086,2011-01-01
5087,2010-10-01
5088,2011-06-01
5089,2011-07-01
5090,2011-07-01
5091,2011-01-01
5092,2011-01-01
5093,2010-12-01
5094,2011-01-01
5095,2011-06-01
5096,2011-07-01
5097,2011-07-01
5098,2011-09-01
5099,2011-01-01
5100,2011-06-01
5101,2011-01-01
5102,2011-09-25
5103,2011-06-01
5104,2011-01-01
5105,2011-01-01
5106,2011-07-01
5107,2011-01-01
5108,2011-06-01
5109,2011-06-01
5110,2011-07-01
5111,2011-04-01
5112,2011-04-01
5113,2011-07-01
5114,2010-10-01
5115,2011-07-01
5116,2011-07-01
5117,2011-01-01
5118,2011-06-01
5119,2011-07-01
5120,2010-12-01
5121,2010-10-01
5122,2010-10-01
5123,2011-07-01
5124,2011-01-01
5125,2011-06-01
5126,2011-07-01
5127,2011-01-01
5128,2011-01-01
5129,2011-07-01
5130,2011-01-01
5131,2010-10-01
5132,2011-07-01
5133,2011-01-01
5134,2011-01-01
5135,2011-01-01
5136,2011-01-01
5137,2011-07-01
5138,2011-04-01
5139,2011-07-01
5140,2011-01-01
5141,2011-01-01
5142,2011-07-01
5143,2011-01-01
5144,2010-10-01
5145,2011-01-01
5146,2010-10-01
5147,2011-01-01
5148,2011-01-01
5149,2011-09-01
5150,2011-07-01
5151,2010-10-01
5152,2010-10-01
5153,2011-07-01
5154,2010-10-01
5155,2011-07-01
5156,2011-07-01
5157,2011-07-01
5158,2011-07-01
5159,2011-01-01
5160,2011-07-01
5161,2011-09-25
5162,2011-07-01
5163,2011-01-01
5164,2011-07-01
5165,2011-07-01
5166,2011-07-01
5167,2011-01-01
5168,2011-01-01
5169,2011-01-01
5170,2011-01-01
5171,2011-07-01
5172,2011-07-01
5173,2011-07-01
5174,2010-10-01
5175,2011-07-01
5176,2011-01-01
5177,2011-07-01
5178,2010-10-01
5179,2011-07-01
5180,2011-01-01
5181,2011-05-01
5182,2011-07-01
5183,2011-07-01
5184,2011-01-01
5185,2011-01-01
5186,2010-10-01
5187,2011-07-01
5188,2011-01-01
5189,2011-01-01
5190,2010-10-01
5191,2011-08-01
5192,2011-01-01
5193,2011-01-01
5194,2011-07-01
5195,2011-07-01
5196,2010-10-01
5197,2011-09-01
5198,2010-10-01
5199,2010-10-01
5200,2011-07-01
5201,2011-01-01
5202,2011-01-01
5203,2011-01-01
5204,2010-10-01
5205,2011-01-01
5206,2010-10-01
5207,2010-10-01
5208,2010-10-01
5209,2011-01-01
5210,2011-01-01
5211,2010-10-01
5212,2011-05-01
5213,2011-07-01
5214,2011-07-01
5215,2010-10-01
5216,2011-01-01
5217,2011-01-01
5218,2011-07-01
5219,2011-08-01
5220,2011-06-01
5221,2011-01-01
5222,2011-01-01
5223,2011-01-01
5224,2011-09-01
5225,2010-10-01
5226,2010-10-01
5227,2011-07-01
5228,2011-07-01
5229,2011-07-01
5230,2011-01-01
5231,2011-01-01
5232,2011-01-01
5233,2011-01-01
5234,2011-07-01
5235,2011-01-01
5236,2011-07-01
5237,2011-01-01
5238,2011-07-01
5239,2011-07-01
5240,2011-04-01
5241,2011-01-01
5242,2011-07-01
5243,2011-07-01
5244,2011-07-01
5245,2011-05-01
5246,2011-01-01
5247,2011-07-01
5248,2011-06-01
5249,2011-07-01
5250,2011-06-01
5251,2011-06-01
5252,2011-07-01
5253,2011-07-01
5254,2011-07-01
5255,2011-07-01
5256,2011-07-01
5257,2011-01-01
5258,2011-01-01
5259,2011-01-01
5260,2011-07-01
5261,2011-01-01
5262,2011-01-01
5263,2011-07-01
5264,2011-09-01
5265,2011-07-01
5266,2010-12-01
5267,2011-01-01
5268,2011-06-01
5269,2011-07-01
5270,2011-07-01
5271,2011-07-01
5272,2010-10-01
5273,2011-01-01
5274,2011-09-01
5275,2010-10-01
5276,2011-07-01
5277,2011-07-01
5278,2011-07-01
5279,2011-07-01
5280,2011-07-01
5281,2010-10-01
5282,2011-07-01
5283,2011-07-01
5284,2011-07-01
5285,2011-01-01
5286,2011-07-01
5287,2010-11-01
5288,2011-07-01
5289,2011-01-01
5290,2010-10-01
5291,2011-01-01
5292,2011-01-01
5293,2010-10-01
5294,2011-01-01
5295,2011-01-01
5296,2011-09-01
5297,2011-07-01
5298,2011-07-01
5299,2011-01-01
5300,2011-01-01
5301,2011-07-01
5302,2010-10-01
5303,2011-01-01
5304,2011-07-01
5305,2011-07-01
5306,2011-07-01
5307,2011-03-01
5308,2011-01-01
5309,2011-07-01
5310,2011-07-01
5311,2011-07-01
5312,2011-07-01
5313,2011-07-01
5314,2010-10-01
5315,2011-07-01
5316,2011-01-01
5317,2011-09-01
5318,2011-02-01
5319,2011-04-01
5320,2010-10-01
5321,2011-01-01
5322,2011-07-01
5323,2011-01-01
5324,2011-01-01
5325,2011-07-01
5326,2011-01-01
5327,2011-01-01
5328,2011-01-01
5329,2011-01-01
5330,2011-04-01
5331,2011-02-01
5332,2011-01-01
5333,2011-02-01
5334,2011-01-01
5335,2011-01-01
5336,2011-07-01
5337,2011-01-01
5338,2011-01-01
5339,2011-07-01
5340,2011-01-01
5341,2011-01-01
5342,2010-10-01
5343,2011-07-01
5344,2011-01-01
5345,2011-07-01
5346,2011-07-01
5347,2011-07-01
5348,2011-07-01
5349,2011-01-01
5350,2011-09-01
5351,2011-01-01
5352,2010-10-01
5353,2011-07-01
5354,2011-07-01
5355,2010-10-01
5356,2011-07-01
5357,2011-01-01
5358,2011-09-01
5359,2010-10-01
5360,2011-07-01
5361,2011-01-01
5362,2011-06-01
5363,2011-01-01
5364,2011-01-01
5365,2011-01-01
5366,2011-06-01
5367,2011-07-01
5368,2011-01-01
5369,2011-04-01
5370,2011-09-01
5371,2011-01-01
5372,2011-01-01
5373,2011-01-01
5374,2011-01-01
5375,2011-01-01
5376,2010-10-01
5377,2011-04-01
5378,2011-01-01
5379,2011-01-01
5380,2011-07-01
5381,2010-10-01
5382,2011-01-01
5383,2010-10-01
5384,2011-01-01
5385,2011-01-01
5386,2011-01-01
5387,2011-01-01
5388,2011-04-01
5389,2011-07-01
5390,2011-07-01
5391,2010-10-01
5392,2011-01-01
5393,2011-01-01
5394,2011-03-01
5395,2010-10-01
5396,2011-04-01
5397,2011-01-01
5398,2011-07-01
5399,2011-03-01
5400,2011-07-01
5401,2011-01-01
5402,2010-10-01
5403,2011-07-01
5404,2011-01-01
5405,2011-01-01
5406,2011-01-01
5407,2011-04-01
5408,2011-07-01
5409,2010-10-01
5410,2011-03-01
5411,2011-04-01
5412,2011-09-01
5413,2011-01-01
5414,2011-01-01
5415,2011-01-01
5416,2011-01-01
5417,2011-07-01
5418,2010-10-01
5419,2011-01-01
5420,2011-01-01
5421,2011-01-01
5422,2011-07-01
5423,2011-01-01
5424,2011-01-01
5425,2011-01-01
5426,2010-10-01
5427,2011-01-01
5428,2010-10-01
5429,2010-10-01
5430,2010-10-01
5431,2011-07-01
5432,2011-07-01
5433,2011-01-01
5434,2011-01-01
5435,2011-01-01
5436,2011-01-01
5437,2011-08-01
5438,2011-01-01
5439,2011-07-01
5440,2011-01-01
5441,2010-10-01
5442,2010-10-01
5443,2010-10-01
5444,2011-01-01
5445,2011-01-01
5446,2010-10-01
5447,2011-01-01
5448,2011-01-01
5449,2011-01-01
5450,2011-07-01
5451,2010-10-01
5452,2011-05-20
5453,2010-10-01
5454,2011-06-01
5455,2011-04-01
5456,2011-07-01
5457,2011-01-01
5458,2011-01-01
5459,2011-07-01
5460,2011-07-01
5461,2011-07-01
5462,2010-10-01
5463,2010-10-01
5464,2011-07-01
5465,2011-07-01
5466,2011-01-01
5467,2011-01-01
5468,2011-07-01
5469,2010-10-01
5470,2010-12-01
5471,2010-10-01
5472,2010-10-01
5473,2010-10-01
5474,2010-10-01
5475,2010-10-01
5476,2010-10-01
5477,2011-01-01
5478,2010-10-01
5479,2010-10-01
5480,2011-01-01
5481,2011-07-01
5482,2010-10-01
5483,2010-10-01
5484,2011-07-01
5485,2011-07-01
5486,2011-07-01
5487,2010-10-01
5488,2011-01-01
5489,2010-10-01
5490,2011-07-01
5491,2010-10-01
5492,2011-01-01
5493,2010-10-01
5494,2011-07-01
5495,2010-10-01
5496,2011-01-01
5497,2010-10-01
5498,2011-07-01
5499,2011-01-01
5500,2011-01-01
5501,2011-04-01
5502,2011-07-01
5503,2011-08-01
5504,2011-01-01
5505,2011-07-01
5506,2011-07-01
5507,2011-01-01
5508,2011-01-01
5509,2010-10-01
5510,2011-07-01
5511,2010-11-01
5512,2011-01-01
5513,2011-04-01
5514,2011-01-01
5515,2010-10-01
5516,2011-07-01
5517,2011-01-01
5518,2011-07-01
5519,2010-10-01
5520,2010-10-01
5521,2011-07-01
5522,2011-05-01
5523,2011-07-01
5524,2011-01-01
5525,2011-01-01
5526,2011-07-01
5527,2011-05-01
5528,2011-07-01
5529,2011-07-01
5530,2011-01-01
5531,2011-07-01
5532,2011-01-01
5533,2011-01-01
5534,2011-01-01
5535,2010-10-01
5536,2010-10-01
5537,2011-01-01
5538,2010-10-01
5539,2010-10-01
5540,2011-01-01
5541,2011-07-01
5542,2011-07-01
5543,2011-07-01
5544,2011-07-01
5545,2011-09-01
5546,2011-01-01
5547,2011-07-01
5548,2011-07-01
5549,2011-01-01
5550,2011-01-01
5551,2011-01-01
5552,2011-07-01
5553,2011-07-01
5554,2011-01-01
5555,2010-10-01
5556,2011-07-01
5557,2011-01-01
5558,2011-07-01
5559,2011-01-01
5560,2011-01-01
5561,2011-01-01
5562,2011-01-01
5563,2011-01-01
5564,2011-07-01
5565,2011-01-01
5566,2011-01-01
5567,2011-07-01
5568,2011-07-01
5569,2011-07-01
5570,2011-07-01
5571,2011-07-01
5572,2011-03-01
5573,2011-01-01
5574,2010-10-01
5575,2011-01-01
5576,2011-05-01
5577,2011-01-01
5578,2011-07-01
5579,2011-01-01
5580,2011-08-01
5581,2011-07-01
5582,2011-07-01
5583,2011-07-01
5584,2011-07-01
5585,2011-07-01
5586,2011-01-01
5587,2011-07-01
5588,2011-01-01
5589,2010-11-06
5590,2010-10-01
5591,2011-07-01
5592,2010-10-01
5593,2011-07-01
5594,2011-07-01
5595,2011-01-01
5596,2011-01-01
5597,2010-11-01
5598,2010-10-01
5599,2011-04-01
5600,2011-07-01
5601,2010-11-01
5602,2011-07-01
5603,2011-07-01
5604,2011-07-01
5605,2010-10-01
5606,2011-07-01
5607,2011-06-01
5608,2010-10-01
5609,2010-10-01
5610,2011-09-01
5611,2011-01-01
5612,2011-01-01
5613,2011-07-01
5614,2010-10-01
5615,2011-07-01
5616,2011-01-01
5617,2011-01-01
5618,2011-07-01
5619,2011-01-01
5620,2010-10-01
5621,2011-01-01
5622,2011-07-01
5623,2011-07-01
5624,2010-10-01
5625,2011-01-01
5626,2011-07-01
5627,2011-07-01
5628,2011-09-01
5629,2011-07-01
5630,2011-01-01
5631,2011-04-01
5632,2011-07-01
5633,2011-07-01
5634,2011-07-01
5635,2011-01-01
5636,2011-07-01
5637,2011-07-01
5638,2011-07-01
5639,2011-04-01
5640,2011-01-01
5641,2011-01-01
5642,2010-10-01
5643,2011-07-01
5644,2011-07-01
5645,2011-01-01
5646,2011-04-01
5647,2010-11-01
5648,2010-10-01
5649,2011-07-01
5650,2011-07-01
5651,2011-07-01
5652,2011-06-01
5653,2011-01-01
5654,2011-07-01
5655,2011-07-01
5656,2011-01-01
5657,2011-01-01
5658,2011-07-01
5659,2011-07-01
5660,2011-01-01
5661,2011-01-01
5662,2011-08-01
5663,2011-01-01
5664,2011-07-01
5665,2011-09-01
5666,2011-01-01
5667,2010-11-01
5668,2011-01-01
5669,2011-07-01
5670,2011-01-01
5671,2011-07-01
5672,2011-01-01
5673,2011-07-01
5674,2011-01-01
5675,2011-01-01
5676,2011-01-01
5677,2011-07-01
5678,2011-07-01
5679,2011-07-01
5680,2011-01-01
5681,2011-01-01
5682,2011-07-01
5683,2010-10-01
5684,2011-01-01
5685,2011-04-01
5686,2010-10-01
5687,2010-10-01
5688,2010-10-01
5689,2011-01-01
5690,2011-07-01
5691,2011-07-01
5692,2011-09-01
5693,2011-07-01
5694,2011-07-01
